"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","fsa","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","tay","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mpep","fed","sotp","dea","samf","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Recovery for the City International","T/A Recovery for Life","228 North Lynnhaven Road","Suite 118","Virginia Beach","VA","23452","","Virginia Beach City","757-456-0093","","","","http://www.recoveryforlife.com","36.8420621","-76.0697852","SU","1","","","","","","","","","","","","","","1","","","","1","","1","1","","","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","1","1","1","1","","1","","1","","","","1","","1","","","1","1","","","1","","","1","","","1","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Grayson Youth and Family Services","108 Bedwell Street","","Independence","VA","24348","","Grayson","276-773-3515","","","","http://www.mountrogers.org","36.6195754","-81.1517284","SU","1","","","","1","","","1","","","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","1","","","","1","","","","","","","","","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","","","","1","1","","","1","","","","","1","1","","","1","","","","","1","1","1","1","","","","1","1","1","","","","1","1","1","","1","1","1","","","1","","1","","","","1","1","1","","1","","1","","","","","","","1","","","","","","1","","","","1","","","","","","1","","","1","1","","","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Virginia Beach Psychiatric Center","","1100 1st Colonial Road","","Virginia Beach","VA","23454","","Virginia Beach City","757-496-6000 x4464","Intakes","757-627-5433","757-496-3500","http://www.vbpcweb.com","36.8662138","-76.0285833","SU","1","1","","","1","","","1","1","1","","","","","","1","","","","","","1","","1","","","1","","1","","","","1","1","1","","","1","1","","","1","","","","","","","1","1","1","1","1","","","","","","1","1","1","1","1","1","","","","1","","1","1","1","","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","1","","","1","1","1","1","","","1","1","","1","","","","1","1","1","","","","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","","","1","","","1","","1","","1","1","","","","1","","1","1","","","","","1","1","1","1","","","","","","","","","","","","","","1","","","","","1","","","","","","","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Sellati and Company Inc","Virginia Beach Methadone Clinic","1728 Virginia Beach Boulevard","Suite 113","Virginia Beach","VA","23454","","Virginia Beach City","757-437-0411","","","800-440-6310","http://www.methadonetreatmentcenters.com","36.8439854","-76.0233245","SU","1","","1","","1","","","1","1","","1","","","","","","","1","","","1","1","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","1","1","","","1","","","","","1","1","","","","","","1","","","1","1","1","","","","","","","1","","","","","1","","","1","1","","1","","1","1","","1","","","","","","1","1","1","","","1","","1","","","","","","1","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","1","1","1","","","","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"CMCSB Tazewell Co","Satellite Office","526 West Main Street","","Tazewell","VA","24651","","Tazewell","276-964-6702","","276-988-7961","","http://www.cmcsb.com","37.1143766","-81.5252975","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","1","","","","","","","","1","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","1","","1","","","1","1","1","1","","","","","","1","","1","1","1","1","","","","","","","","1","","1","","1","1","1","1","1","","","","","1","","","","1","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Smyth Counseling Center","216 Hospital Avenue","","Marion","VA","24354","","Smyth","276-783-8185","","","","http://mountrogers.org","36.8351928","-81.5138777","SU","1","","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","1","","","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","1","","","1","","1","","","1","1","1","1","","","","1","1","1","","","","1","1","1","","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","","1","1","1","1","","","1","1","1","1","1","","","","","1","1","1","1","1","","","1","","","","","","1","","","","","1","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Riverchase Youth and Family Services","121 Broad Street","","Marion","VA","24354","","Smyth","276-781-5900","","","","http://www.mtrogerscsb.com","36.8343379","-81.5177287","SU","1","","","","","","","","","","","","1","","","","","","1","","1","","1","","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","1","","","","","1","1","1","1","1","","","","","","","","1","1","","","","","","","","","","","","1","","1","","1","","1","","","","1","1","","","","","1","","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Shore Behavioral Hlthcare Ctr","","19056 Greenbush Road","","Parksley","VA","23421","","Accomack","757-665-1260","","","757-442-7707 x100","http://www.escsb.org","37.7814867","-75.6559029","SU","1","","","","","","1","1","1","1","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","","1","","","","1","","","","","1","1","","","1","1","","1","","1","1","1","1","","1","","","","","","","","1","","1","1","1","1","","","1","","","1","","1","","1","1","","","1","","1","","1","1","","","","1","","","","","","","1","","1","","","","","","1","","1","1","1","","","","","","","","","1","","","1","","1","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Eastern Shore Community Services Board","Substance Abuse Services","18469 Dunne Avenue","","Parksley","VA","23421","","Accomack","757-665-5041","","","","http://www.escsb.org","37.7831545","-75.6526005","SU","1","","","","1","","1","1","1","","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","1","","","","","","","","","1","1","","","","","1","","","","","","","","1","1","1","1","1","1","","1","","","","","","","","","1","1","","","1","","","","","1","1","1","1","","","","","","","","","","1","","1","1","1","1","","","1","","","1","","1","","1","1","","","1","","1","1","1","1","","","","1","","","","","","","1","1","","","","","","","","","1","","","","","","","","","","","1","","","1","","1","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"CMCSB","Main A Office","113 Cumberland Road","","Cedar Bluff","VA","24609","","Tazewell","276-964-6702","","","","http://www.cmcsb.com","37.009117","-81.793976","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","1","","","","","","","","1","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","1","","1","","","1","1","1","1","","","","1","","1","","1","1","1","1","","","","","","1","","1","","1","","1","1","1","1","1","","","","","1","","","","1","","","","1","","1","","1","1","1","","","1","","","","","","","1","1","","","","","","","","","1","1","1","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland Mountain Comm Servs Board","Buchanan County Satellite Office","1014 Stillhouse Hollow Road","","Grundy","VA","24614","","Buchanan","276-935-7154","","276-964-6702","","http://www.cmcsb.com","37.2960999","-82.0562493","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","1","","","","","","","","1","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","1","","","1","1","1","1","","","","1","","1","","1","1","1","1","","","","","","1","","1","","1","","1","1","1","1","1","","","","","1","","","","1","","","","1","","1","","1","1","1","","","1","","","","","","","1","1","","","","","","","","","1","1","1","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Highlands Community Services/Outpt","Substance Abuse Intensive Trt Program","610 Campus Drive","Suite 100","Abingdon","VA","24210","","Washington","276-525-1550","","276-525-1550 x1553","","http://www.highlandscsb.org","36.7107789","-81.9919142","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","1","1","1","1","","1","","1","","1","","","","","","1","1","1","1","1","","1","","1","1","1","","1","","","","","1","1","","","1","1","","1","","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","","1","1","1","","1","1","1","1","","1","","1","","1","","1","","1","1","1","1","1","","","1","","","1","","","","1","","","1","","","","","1","","1","","1","1","1","","","","","","","1","","","","1","1","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"CMCSB Russell Co","Satellite Office","78 Rogers Street","","Lebanon","VA","24266","","Russell","276-889-3785","","","276-964-6702","http://www.cmcsb.com","36.903174","-82.076889","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","1","","","","","","","","1","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","1","","1","","","1","1","1","1","","","","1","","1","","1","1","1","1","","","","","","1","","1","","1","","1","1","1","1","1","","","","","1","","","","1","","","","1","","1","","1","1","1","","","1","","","","","","","1","1","","","","","","","","","1","1","1","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Groups Recover Together","","280 Virginia Avenue NE","Suite 104","Norton","VA","24273","","Norton City","888-858-1723","","540-202-2554","","http://www.joingroups.com","36.9415013","-82.6250671","SU","1","","","","1","","","1","","","","","","","","","","","","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","1","1","1","1","","","1","","","","","","1","1","1","","","","","1","1","","","","","","1","","1","1","","","","1","1","1","","","","1","1","1","","","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"Frontier Health Inc","Scott County Behavioral Health Service","1006 U.S. Highway 23 North","","Weber City","VA","24290","","Scott","276-225-0976","","","","http://www.frontierhealth.org","36.6064686","-82.5665133","SU","1","","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","1","1","","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","","1","1","1","","1","1","1","","","","","","1","1","","","","","","","1","1","","1","1","1","1","1","","1","1","1","","1","","","","","1","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
